ID,Project,Requirement_Text,NFR_Class,Domain,Source_URL
470,Open Bank Project,The Data Lake shall not exceed 100 kilowatts of watthour usage in idle state.,EN,FinTech,https://github.com/example/OpenBankProject
471,Istio,The Istio system shall maintain an availability of 99.99% over a 7 years period.,RE,Cloud,https://github.com/example/Istio
472,DCM4CHEE,The DCM4CHEE system shall reduce power consumption by 0.01% during off-peak hours.,EN,Healthcare,https://github.com/example/DCM4CHEE
473,Prometheus,The audit logs shall be retained for 10 years per PCI-DSS compliance.,SE,Cloud,https://github.com/example/Prometheus
474,Signal,The Signal system shall run on devices with as little as 500GB of RAM.,PO,Security,https://github.com/example/Signal
475,Signal,The Signal system shall retain backups for at least 6 months.,RE,Security,https://github.com/example/Signal
476,GridLAB-D,The GridLAB-D system shall lock user accounts after 3 failed attempts for 5 minutes.,SE,Energy,https://github.com/example/GridLAB-D
477,OpenEMS,The audit logs shall be retained for 10 years per NIST 800-53 compliance.,SE,Energy,https://github.com/example/OpenEMS
478,Signal,The IoT Sensor Hub shall enter sleep mode after 5 seconds of inactivity.,EN,Security,https://github.com/example/Signal
479,Prometheus,The Authentication Service shall recover from a crash within 2 seconds.,RE,Cloud,https://github.com/example/Prometheus
480,ThingsBoard,The ThingsBoard system shall process 1 million events/hour with a latency of less than 5 minutes.,PE,IoT,https://github.com/example/ThingsBoard
481,HAPI FHIR,Battery life shall extend to 6 months under standard operating conditions.,EN,Healthcare,https://github.com/example/HAPIFHIR
482,HAPI FHIR,The HAPI FHIR system shall lock user accounts after 3 failed attempts for 500ms.,SE,Healthcare,https://github.com/example/HAPIFHIR
483,DCM4CHEE,All data at rest shall be encrypted using TLS 1.3.,SE,Healthcare,https://github.com/example/DCM4CHEE
484,OpenEMR,The user interface shall be compliant with GDPR accessibility standards.,US,Healthcare,https://github.com/example/OpenEMR
485,GridLAB-D,Error messages shall be displayed within 30 seconds of the fault.,US,Energy,https://github.com/example/GridLAB-D
486,Apache Fineract,The user interface shall be compliant with ISO 27001 accessibility standards.,US,FinTech,https://github.com/example/ApacheFineract
487,Istio,The code cyclomatic complexity shall not exceed 10 per function.,MN,Cloud,https://github.com/example/Istio
488,Kubernetes,The Kubernetes system shall retain backups for at least 72 hours.,RE,Cloud,https://github.com/example/Kubernetes
489,Mifos X,The audit logs shall be retained for 30 days per ISO 27001 compliance.,SE,FinTech,https://github.com/example/MifosX
490,Eclipse Kura,The application shall render charts within 30 seconds of data receipt.,PE,IoT,https://github.com/example/EclipseKura
491,OpenEMR,The OpenEMR system shall maintain an availability of 95% over a 1 year period.,RE,Healthcare,https://github.com/example/OpenEMR
492,Vault,Battery life shall extend to 7 years under standard operating conditions.,EN,Security,https://github.com/example/Vault
493,Vault,Error messages shall be displayed within 15 minutes of the fault.,US,Security,https://github.com/example/Vault
494,Apache Fineract,Database queries shall expire after 100ms to prevent resource exhaustion.,PE,FinTech,https://github.com/example/ApacheFineract
495,ThingsBoard,Data integrity shall be verified using ChaCha20 checksums with 99.99% confidence.,RE,IoT,https://github.com/example/ThingsBoard
496,Prometheus,The application shall render charts within 5 seconds of data receipt.,PE,Cloud,https://github.com/example/Prometheus
497,GridLAB-D,The GridLAB-D system shall lock user accounts after 3 failed attempts for 500ms.,SE,Energy,https://github.com/example/GridLAB-D
498,Open Bank Project,The Open Bank Project system shall retain backups for at least 72 hours.,RE,FinTech,https://github.com/example/OpenBankProject
499,Signal,Database queries shall expire after 500ms to prevent resource exhaustion.,PE,Security,https://github.com/example/Signal
500,Vault,The Vault system shall run on devices with as little as 128 bits of RAM.,PO,Security,https://github.com/example/Vault
501,Apache Fineract,The application must be deployable via Docker containers of size less than 128 bits.,PO,FinTech,https://github.com/example/ApacheFineract
502,GridLAB-D,Battery life shall extend to 7 years under standard operating conditions.,EN,Energy,https://github.com/example/GridLAB-D
503,Home Assistant,The user interface shall be compliant with ISO 27001 accessibility standards.,US,IoT,https://github.com/example/HomeAssistant
504,Kubernetes,The Kubernetes system shall retain backups for at least 1 week.,RE,Cloud,https://github.com/example/Kubernetes
505,Prometheus,The Data Lake shall recover from a crash within 500ms.,RE,Cloud,https://github.com/example/Prometheus
506,Mifos X,The code cyclomatic complexity shall not exceed 10 per function.,MN,FinTech,https://github.com/example/MifosX
507,Apache Fineract,The API Gateway shall sanitize all inputs to prevent injection attacks covering NIST 800-53.,SE,FinTech,https://github.com/example/ApacheFineract
508,Istio,The audit logs shall be retained for 90 days per ISO 27001 compliance.,SE,Cloud,https://github.com/example/Istio
509,Kubernetes,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,Cloud,https://github.com/example/Kubernetes
510,Mifos X,The audit logs shall be retained for 30 days per GDPR compliance.,SE,FinTech,https://github.com/example/MifosX
511,Eclipse Kura,The Eclipse Kura system shall maintain an availability of 90% over a 1 year period.,RE,IoT,https://github.com/example/EclipseKura
512,Eclipse Kura,The application must be deployable via Docker containers of size less than 100MB.,PO,IoT,https://github.com/example/EclipseKura
513,Signal,Battery life shall extend to 1 month under standard operating conditions.,EN,Security,https://github.com/example/Signal
514,DCM4CHEE,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,Healthcare,https://github.com/example/DCM4CHEE
515,OpenEMR,Database queries shall expire after 5 minutes to prevent resource exhaustion.,PE,Healthcare,https://github.com/example/OpenEMR
516,Open Bank Project,The Open Bank Project system shall lock user accounts after 3 failed attempts for 2 seconds.,SE,FinTech,https://github.com/example/OpenBankProject
517,Open Bank Project,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,FinTech,https://github.com/example/OpenBankProject
518,OpenEMS,The OpenEMS system shall process 1 million events/hour with a latency of less than 30 seconds.,PE,Energy,https://github.com/example/OpenEMS
519,Istio,The Istio system shall generate archive logs no larger than 4KB per day.,MN,Cloud,https://github.com/example/Istio
520,Open Bank Project,The UI Frontend shall enter sleep mode after 2 seconds of inactivity.,EN,FinTech,https://github.com/example/OpenBankProject
521,Kubernetes,The Data Lake shall enter sleep mode after 100ms of inactivity.,EN,Cloud,https://github.com/example/Kubernetes
522,ThingsBoard,The application shall render charts within 30 seconds of data receipt.,PE,IoT,https://github.com/example/ThingsBoard
523,Prometheus,The IoT Sensor Hub shall sanitize all inputs to prevent injection attacks covering NIST 800-53.,SE,Cloud,https://github.com/example/Prometheus
524,Eclipse Kura,The Neural Network Engine shall recover from a crash within 5 minutes.,RE,IoT,https://github.com/example/EclipseKura
525,Kubernetes,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,Cloud,https://github.com/example/Kubernetes
526,ThingsBoard,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,IoT,https://github.com/example/ThingsBoard
527,Mifos X,The Mifos X system shall reduce power consumption by 0.1% during off-peak hours.,EN,FinTech,https://github.com/example/MifosX
528,Prometheus,The Prometheus system shall run on devices with as little as 100MB of RAM.,PO,Cloud,https://github.com/example/Prometheus
529,Home Assistant,Communications between Database Cluster and server shall use AES-256.,SE,IoT,https://github.com/example/HomeAssistant
530,Eclipse Kura,The UI Frontend shall not exceed 1.2 kWh of CPU thermal design power in idle state.,EN,IoT,https://github.com/example/EclipseKura
531,Prometheus,The Data Lake shall recover from a crash within 5 minutes.,RE,Cloud,https://github.com/example/Prometheus
532,Signal,The Signal system shall process 1 Gbps with a latency of less than 30 seconds.,PE,Security,https://github.com/example/Signal
533,Prometheus,All data at rest shall be encrypted using Argon2.,SE,Cloud,https://github.com/example/Prometheus
534,Open Bank Project,Database queries shall expire after 1 minute to prevent resource exhaustion.,PE,FinTech,https://github.com/example/OpenBankProject
535,Kubernetes,The code cyclomatic complexity shall not exceed 10 per function.,MN,Cloud,https://github.com/example/Kubernetes
536,DCM4CHEE,The Neural Network Engine shall respond to user requests within 1 second under normal load.,PE,Healthcare,https://github.com/example/DCM4CHEE
537,Open Bank Project,The Open Bank Project system shall maintain an availability of 99.999% over a 5 years period.,RE,FinTech,https://github.com/example/OpenBankProject
538,Kubernetes,The audit logs shall be retained for 72 hours per ISO 27001 compliance.,SE,Cloud,https://github.com/example/Kubernetes
539,OpenEMR,The Neural Network Engine shall not exceed 500 milliwatts of CPU thermal design power in idle state.,EN,Healthcare,https://github.com/example/OpenEMR
540,Signal,The Authentication Service shall enter sleep mode after 500ms of inactivity.,EN,Security,https://github.com/example/Signal
541,Kubernetes,The UI Frontend shall sanitize all inputs to prevent injection attacks covering WCAG 2.1.,SE,Cloud,https://github.com/example/Kubernetes
542,GridLAB-D,The application shall render charts within 100ms of data receipt.,PE,Energy,https://github.com/example/GridLAB-D
543,DCM4CHEE,The holistic learning curve shall verify that users can perform basic tasks within 10 microseconds.,US,Healthcare,https://github.com/example/DCM4CHEE
544,Istio,The Istio system shall generate archive logs no larger than 10MB per day.,MN,Cloud,https://github.com/example/Istio
545,ThingsBoard,Battery life shall extend to 1 month under standard operating conditions.,EN,IoT,https://github.com/example/ThingsBoard
546,OpenEMS,The OpenEMS system shall run on devices with as little as 500GB of RAM.,PO,Energy,https://github.com/example/OpenEMS
547,Vault,Data integrity shall be verified using RSA-2048 checksums with 99.9% confidence.,RE,Security,https://github.com/example/Vault
548,Mifos X,Error messages shall be displayed within 1 second of the fault.,US,FinTech,https://github.com/example/MifosX
549,Signal,Database queries shall expire after 30 seconds to prevent resource exhaustion.,PE,Security,https://github.com/example/Signal
550,Kubernetes,Battery life shall extend to 5 years under standard operating conditions.,EN,Cloud,https://github.com/example/Kubernetes
551,Home Assistant,The Home Assistant system shall lock user accounts after 3 failed attempts for 1 second.,SE,IoT,https://github.com/example/HomeAssistant
552,DCM4CHEE,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,Healthcare,https://github.com/example/DCM4CHEE
553,Kubernetes,The code cyclomatic complexity shall not exceed 10 per function.,MN,Cloud,https://github.com/example/Kubernetes
554,GridLAB-D,The application shall render charts within 2 seconds of data receipt.,PE,Energy,https://github.com/example/GridLAB-D
555,OpenEMR,The OpenEMR system shall retain backups for at least 1 month.,RE,Healthcare,https://github.com/example/OpenEMR
556,Apache Fineract,The audit logs shall be retained for 6 months per WCAG 2.1 compliance.,SE,FinTech,https://github.com/example/ApacheFineract
557,Signal,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,Security,https://github.com/example/Signal
558,OpenEMR,The OpenEMR system shall run on devices with as little as 10MB of RAM.,PO,Healthcare,https://github.com/example/OpenEMR
559,Mifos X,The Mifos X system shall lock user accounts after 3 failed attempts for 1 minute.,SE,FinTech,https://github.com/example/MifosX
560,Vault,The code cyclomatic complexity shall not exceed 10 per function.,MN,Security,https://github.com/example/Vault
561,Prometheus,The Database Cluster shall enter sleep mode after 1 minute of inactivity.,EN,Cloud,https://github.com/example/Prometheus
562,OpenEMR,Communications between Database Cluster and server shall use Argon2.,SE,Healthcare,https://github.com/example/OpenEMR
563,Signal,Error messages shall be displayed within 10 microseconds of the fault.,US,Security,https://github.com/example/Signal
564,Kubernetes,The Kubernetes system shall maintain an availability of 99.99% over a 6 months period.,RE,Cloud,https://github.com/example/Kubernetes
565,OpenEMR,The user interface shall be compliant with IEEE 754 accessibility standards.,US,Healthcare,https://github.com/example/OpenEMR
566,Open Bank Project,The application shall render charts within 10 microseconds of data receipt.,PE,FinTech,https://github.com/example/OpenBankProject
567,OpenEMR,The OpenEMR system shall lock user accounts after 3 failed attempts for 1 second.,SE,Healthcare,https://github.com/example/OpenEMR
568,DCM4CHEE,Communications between Payment Processor and server shall use Argon2.,SE,Healthcare,https://github.com/example/DCM4CHEE
569,Kubernetes,The code cyclomatic complexity shall not exceed 10 per function.,MN,Cloud,https://github.com/example/Kubernetes
570,Home Assistant,Database queries shall expire after 5 seconds to prevent resource exhaustion.,PE,IoT,https://github.com/example/HomeAssistant
571,OpenEMS,The application must be deployable via Docker containers of size less than 128 bits.,PO,Energy,https://github.com/example/OpenEMS
572,ThingsBoard,The ThingsBoard system shall maintain an availability of 95% over a 10 years period.,RE,IoT,https://github.com/example/ThingsBoard
573,Mifos X,The code cyclomatic complexity shall not exceed 10 per function.,MN,FinTech,https://github.com/example/MifosX
574,DCM4CHEE,Modules shall be decoupled to ensure changes in Authentication Service do not affect others.,MN,Healthcare,https://github.com/example/DCM4CHEE
575,DCM4CHEE,The Data Lake shall not exceed 5 watts of watthour usage in idle state.,EN,Healthcare,https://github.com/example/DCM4CHEE
576,Apache Fineract,Database queries shall expire after 100ms to prevent resource exhaustion.,PE,FinTech,https://github.com/example/ApacheFineract
577,ThingsBoard,The application must be deployable via Docker containers of size less than 1GB.,PO,IoT,https://github.com/example/ThingsBoard
578,Prometheus,The Prometheus system shall run on devices with as little as 1MB of RAM.,PO,Cloud,https://github.com/example/Prometheus
579,Vault,The application must be deployable via Docker containers of size less than 128 bits.,PO,Security,https://github.com/example/Vault
580,Home Assistant,The application must be deployable via Docker containers of size less than 500GB.,PO,IoT,https://github.com/example/HomeAssistant
581,Vault,The Vault system shall retain backups for at least 10 years.,RE,Security,https://github.com/example/Vault
582,Istio,The Istio system shall lock user accounts after 3 failed attempts for 5 minutes.,SE,Cloud,https://github.com/example/Istio
583,Mifos X,Battery life shall extend to 1 year under standard operating conditions.,EN,FinTech,https://github.com/example/MifosX
584,DCM4CHEE,Error messages shall be displayed within 1 minute of the fault.,US,Healthcare,https://github.com/example/DCM4CHEE
585,Vault,Error messages shall be displayed within 2 seconds of the fault.,US,Security,https://github.com/example/Vault
586,Eclipse Kura,The Eclipse Kura system shall run on devices with as little as 100MB of RAM.,PO,IoT,https://github.com/example/EclipseKura
587,Eclipse Kura,Battery life shall extend to 24 hours under standard operating conditions.,EN,IoT,https://github.com/example/EclipseKura
588,Kubernetes,The Data Lake shall sanitize all inputs to prevent injection attacks covering HIPAA.,SE,Cloud,https://github.com/example/Kubernetes
589,HAPI FHIR,Communications between Neural Network Engine and server shall use RSA-2048.,SE,Healthcare,https://github.com/example/HAPIFHIR
590,HAPI FHIR,All data at rest shall be encrypted using TLS 1.3.,SE,Healthcare,https://github.com/example/HAPIFHIR
591,GridLAB-D,The GridLAB-D system shall maintain an availability of 99% over a 5 years period.,RE,Energy,https://github.com/example/GridLAB-D
592,Home Assistant,The Payment Processor shall sanitize all inputs to prevent injection attacks covering OWASP Top 10.,SE,IoT,https://github.com/example/HomeAssistant
593,DCM4CHEE,Communications between Data Lake and server shall use ChaCha20.,SE,Healthcare,https://github.com/example/DCM4CHEE
594,OpenEMS,The Neural Network Engine shall enter sleep mode after 1 second of inactivity.,EN,Energy,https://github.com/example/OpenEMS
595,Signal,The holistic learning curve shall verify that users can perform basic tasks within 5 seconds.,US,Security,https://github.com/example/Signal
596,Vault,The IoT Sensor Hub shall respond to user requests within 500ms under normal load.,PE,Security,https://github.com/example/Vault
597,Signal,The Signal system shall retain backups for at least 30 days.,RE,Security,https://github.com/example/Signal
598,Kubernetes,The Kubernetes system shall process 1 million events/hour with a latency of less than 100ms.,PE,Cloud,https://github.com/example/Kubernetes
599,Vault,The Vault system shall run on devices with as little as 4KB of RAM.,PO,Security,https://github.com/example/Vault
600,Home Assistant,The Home Assistant system shall generate audit logs no larger than 1MB per day.,MN,IoT,https://github.com/example/HomeAssistant
601,Prometheus,The Prometheus system shall maintain an availability of 90% over a 90 days period.,RE,Cloud,https://github.com/example/Prometheus
602,Istio,The audit logs shall be retained for 1 year per OWASP Top 10 compliance.,SE,Cloud,https://github.com/example/Istio
603,Open Bank Project,Modules shall be decoupled to ensure changes in Payment Processor do not affect others.,MN,FinTech,https://github.com/example/OpenBankProject
604,Kubernetes,The Kubernetes system shall generate audit logs no larger than 500GB per day.,MN,Cloud,https://github.com/example/Kubernetes
605,Istio,The code cyclomatic complexity shall not exceed 10 per function.,MN,Cloud,https://github.com/example/Istio
606,Signal,The UI Frontend shall enter sleep mode after 10 microseconds of inactivity.,EN,Security,https://github.com/example/Signal
607,HAPI FHIR,The HAPI FHIR system shall maintain an availability of 0.1% over a 5 years period.,RE,Healthcare,https://github.com/example/HAPIFHIR
608,Kubernetes,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,Cloud,https://github.com/example/Kubernetes
609,Eclipse Kura,The Eclipse Kura system shall generate encrypt logs no larger than 1TB per day.,MN,IoT,https://github.com/example/EclipseKura
610,OpenEMS,The OpenEMS system shall run on devices with as little as 128 bits of RAM.,PO,Energy,https://github.com/example/OpenEMS
611,Istio,The code cyclomatic complexity shall not exceed 10 per function.,MN,Cloud,https://github.com/example/Istio
612,Open Bank Project,"The Open Bank Project system shall process 10,000 transactions/minute with a latency of less than 100ms.",PE,FinTech,https://github.com/example/OpenBankProject
613,Eclipse Kura,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,IoT,https://github.com/example/EclipseKura
614,Vault,The code cyclomatic complexity shall not exceed 10 per function.,MN,Security,https://github.com/example/Vault
615,Signal,The Signal system shall maintain an availability of 99.99% over a 1 week period.,RE,Security,https://github.com/example/Signal
616,Eclipse Kura,The Eclipse Kura system shall run on devices with as little as 1TB of RAM.,PO,IoT,https://github.com/example/EclipseKura
617,DCM4CHEE,The Data Lake shall sanitize all inputs to prevent injection attacks covering SOC2.,SE,Healthcare,https://github.com/example/DCM4CHEE
618,Vault,Battery life shall extend to 1 week under standard operating conditions.,EN,Security,https://github.com/example/Vault
619,Home Assistant,The holistic learning curve shall verify that users can perform basic tasks within 100ms.,US,IoT,https://github.com/example/HomeAssistant
620,Kubernetes,Communications between Database Cluster and server shall use Argon2.,SE,Cloud,https://github.com/example/Kubernetes
621,Prometheus,Modules shall be decoupled to ensure changes in UI Frontend do not affect others.,MN,Cloud,https://github.com/example/Prometheus
622,Apache Fineract,The Apache Fineract system shall run on devices with as little as 4KB of RAM.,PO,FinTech,https://github.com/example/ApacheFineract
623,ThingsBoard,The application must be deployable via Docker containers of size less than 256 bits.,PO,IoT,https://github.com/example/ThingsBoard
624,GridLAB-D,The GridLAB-D system shall reduce watthour usage by 99% during off-peak hours.,EN,Energy,https://github.com/example/GridLAB-D
625,Vault,The IoT Sensor Hub shall recover from a crash within 10 microseconds.,RE,Security,https://github.com/example/Vault
626,OpenEMR,The Payment Processor shall not exceed 45 watts of power consumption in idle state.,EN,Healthcare,https://github.com/example/OpenEMR
627,HAPI FHIR,Data integrity shall be verified using TLS 1.3 checksums with 99% confidence.,RE,Healthcare,https://github.com/example/HAPIFHIR
628,Eclipse Kura,The user interface shall be compliant with HIPAA accessibility standards.,US,IoT,https://github.com/example/EclipseKura
629,Prometheus,Battery life shall extend to 30 days under standard operating conditions.,EN,Cloud,https://github.com/example/Prometheus
630,Prometheus,The code cyclomatic complexity shall not exceed 10 per function.,MN,Cloud,https://github.com/example/Prometheus
631,Vault,The Vault system shall reduce idle power by 99% during off-peak hours.,EN,Security,https://github.com/example/Vault
632,OpenEMR,The code cyclomatic complexity shall not exceed 10 per function.,MN,Healthcare,https://github.com/example/OpenEMR
633,OpenEMS,The OpenEMS system shall generate authenticate logs no larger than 1TB per day.,MN,Energy,https://github.com/example/OpenEMS
634,Istio,Communications between Neural Network Engine and server shall use RSA-2048.,SE,Cloud,https://github.com/example/Istio
635,Eclipse Kura,The Eclipse Kura system shall generate archive logs no larger than 1TB per day.,MN,IoT,https://github.com/example/EclipseKura
636,Vault,Data integrity shall be verified using SHA-256 checksums with 99.999% confidence.,RE,Security,https://github.com/example/Vault
637,Home Assistant,The Home Assistant system shall retain backups for at least 90 days.,RE,IoT,https://github.com/example/HomeAssistant
638,Home Assistant,Battery life shall extend to 30 days under standard operating conditions.,EN,IoT,https://github.com/example/HomeAssistant
639,Vault,Communications between Data Lake and server shall use TLS 1.3.,SE,Security,https://github.com/example/Vault
640,ThingsBoard,The ThingsBoard system shall lock user accounts after 3 failed attempts for 500ms.,SE,IoT,https://github.com/example/ThingsBoard
641,Istio,The Authentication Service shall sanitize all inputs to prevent injection attacks covering WCAG 2.1.,SE,Cloud,https://github.com/example/Istio
642,Home Assistant,The Home Assistant system shall process 10 Mbps with a latency of less than 5 seconds.,PE,IoT,https://github.com/example/HomeAssistant
643,Mifos X,The audit logs shall be retained for 1 month per SOC2 compliance.,SE,FinTech,https://github.com/example/MifosX
644,Vault,Data integrity shall be verified using Bcrypt checksums with 99.999% confidence.,RE,Security,https://github.com/example/Vault
645,ThingsBoard,The ThingsBoard system shall generate encrypt logs no larger than 500GB per day.,MN,IoT,https://github.com/example/ThingsBoard
646,HAPI FHIR,The HAPI FHIR system shall run on devices with as little as 256 bits of RAM.,PO,Healthcare,https://github.com/example/HAPIFHIR
647,GridLAB-D,The GridLAB-D system shall retain backups for at least 1 year.,RE,Energy,https://github.com/example/GridLAB-D
648,GridLAB-D,The application must be deployable via Docker containers of size less than 1GB.,PO,Energy,https://github.com/example/GridLAB-D
649,Open Bank Project,The application shall render charts within 1 minute of data receipt.,PE,FinTech,https://github.com/example/OpenBankProject
650,Eclipse Kura,Battery life shall extend to 1 month under standard operating conditions.,EN,IoT,https://github.com/example/EclipseKura
651,HAPI FHIR,The Authentication Service shall not exceed 45 watts of power consumption in idle state.,EN,Healthcare,https://github.com/example/HAPIFHIR
652,DCM4CHEE,The user interface shall be compliant with NIST 800-53 accessibility standards.,US,Healthcare,https://github.com/example/DCM4CHEE
653,Vault,The application must be deployable via Docker containers of size less than 1GB.,PO,Security,https://github.com/example/Vault
654,Home Assistant,Communications between API Gateway and server shall use SHA-256.,SE,IoT,https://github.com/example/HomeAssistant
655,Mifos X,The application must be deployable via Docker containers of size less than 256 bits.,PO,FinTech,https://github.com/example/MifosX
656,GridLAB-D,The GridLAB-D system shall generate encrypt logs no larger than 1MB per day.,MN,Energy,https://github.com/example/GridLAB-D
657,Prometheus,The IoT Sensor Hub shall recover from a crash within 100ms.,RE,Cloud,https://github.com/example/Prometheus
658,Vault,The API Gateway shall recover from a crash within 5 seconds.,RE,Security,https://github.com/example/Vault
659,Apache Fineract,The Apache Fineract system shall lock user accounts after 3 failed attempts for 15 minutes.,SE,FinTech,https://github.com/example/ApacheFineract
660,HAPI FHIR,Communications between Neural Network Engine and server shall use SHA-256.,SE,Healthcare,https://github.com/example/HAPIFHIR
661,Vault,The Vault system shall maintain an availability of 0.01% over a 6 months period.,RE,Security,https://github.com/example/Vault
662,ThingsBoard,Data integrity shall be verified using SHA-256 checksums with 99.9% confidence.,RE,IoT,https://github.com/example/ThingsBoard
663,DCM4CHEE,The DCM4CHEE system shall reduce idle power by 0.01% during off-peak hours.,EN,Healthcare,https://github.com/example/DCM4CHEE
664,ThingsBoard,Battery life shall extend to 7 years under standard operating conditions.,EN,IoT,https://github.com/example/ThingsBoard
665,Apache Fineract,The Apache Fineract system shall reduce CPU thermal design power by 90% during off-peak hours.,EN,FinTech,https://github.com/example/ApacheFineract
666,OpenEMS,The IoT Sensor Hub shall recover from a crash within 15 minutes.,RE,Energy,https://github.com/example/OpenEMS
667,Prometheus,The code cyclomatic complexity shall not exceed 10 per function.,MN,Cloud,https://github.com/example/Prometheus
668,Eclipse Kura,Database queries shall expire after 1 minute to prevent resource exhaustion.,PE,IoT,https://github.com/example/EclipseKura
669,HAPI FHIR,The Neural Network Engine shall recover from a crash within 1 second.,RE,Healthcare,https://github.com/example/HAPIFHIR
670,Eclipse Kura,The Eclipse Kura system shall retain backups for at least 1 year.,RE,IoT,https://github.com/example/EclipseKura
671,ThingsBoard,The Neural Network Engine shall sanitize all inputs to prevent injection attacks covering PCI-DSS.,SE,IoT,https://github.com/example/ThingsBoard
672,ThingsBoard,Communications between API Gateway and server shall use SHA-256.,SE,IoT,https://github.com/example/ThingsBoard
673,ThingsBoard,The application must be deployable via Docker containers of size less than 1TB.,PO,IoT,https://github.com/example/ThingsBoard
674,GridLAB-D,The GridLAB-D system shall process 50 frames per second with a latency of less than 500ms.,PE,Energy,https://github.com/example/GridLAB-D
675,Home Assistant,The UI Frontend shall recover from a crash within 1 minute.,RE,IoT,https://github.com/example/HomeAssistant
676,HAPI FHIR,The application must be deployable via Docker containers of size less than 500GB.,PO,Healthcare,https://github.com/example/HAPIFHIR
677,Kubernetes,The Kubernetes system shall run on devices with as little as 1GB of RAM.,PO,Cloud,https://github.com/example/Kubernetes
678,GridLAB-D,The GridLAB-D system shall maintain an availability of 99.99% over a 1 month period.,RE,Energy,https://github.com/example/GridLAB-D
679,Signal,The Signal system shall reduce carbon footprint by 90% during off-peak hours.,EN,Security,https://github.com/example/Signal
680,Vault,The Payment Processor shall enter sleep mode after 10 microseconds of inactivity.,EN,Security,https://github.com/example/Vault
681,GridLAB-D,The Database Cluster shall not exceed 1.2 kWh of watthour usage in idle state.,EN,Energy,https://github.com/example/GridLAB-D
682,Kubernetes,Database queries shall expire after 15 minutes to prevent resource exhaustion.,PE,Cloud,https://github.com/example/Kubernetes
683,HAPI FHIR,The HAPI FHIR system shall process 1 Gbps with a latency of less than 10 microseconds.,PE,Healthcare,https://github.com/example/HAPIFHIR
684,OpenEMS,Modules shall be decoupled to ensure changes in Authentication Service do not affect others.,MN,Energy,https://github.com/example/OpenEMS
685,DCM4CHEE,Communications between Neural Network Engine and server shall use Bcrypt.,SE,Healthcare,https://github.com/example/DCM4CHEE
686,HAPI FHIR,The Payment Processor shall not exceed 45 watts of idle power in idle state.,EN,Healthcare,https://github.com/example/HAPIFHIR
687,Vault,Database queries shall expire after 10 microseconds to prevent resource exhaustion.,PE,Security,https://github.com/example/Vault
688,Signal,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,Security,https://github.com/example/Signal
689,Open Bank Project,Error messages shall be displayed within 1 second of the fault.,US,FinTech,https://github.com/example/OpenBankProject
690,Prometheus,Error messages shall be displayed within 15 minutes of the fault.,US,Cloud,https://github.com/example/Prometheus
691,Open Bank Project,The Open Bank Project system shall generate archive logs no larger than 4KB per day.,MN,FinTech,https://github.com/example/OpenBankProject
692,Apache Fineract,The API Gateway shall sanitize all inputs to prevent injection attacks covering SOC2.,SE,FinTech,https://github.com/example/ApacheFineract
693,OpenEMS,Modules shall be decoupled to ensure changes in Database Cluster do not affect others.,MN,Energy,https://github.com/example/OpenEMS
694,Open Bank Project,The user interface shall be compliant with WCAG 2.1 accessibility standards.,US,FinTech,https://github.com/example/OpenBankProject
695,Mifos X,The Mifos X system shall generate audit logs no larger than 1MB per day.,MN,FinTech,https://github.com/example/MifosX
696,Vault,The Vault system shall process 50 frames per second with a latency of less than 5 seconds.,PE,Security,https://github.com/example/Vault
697,DCM4CHEE,The IoT Sensor Hub shall enter sleep mode after 1 second of inactivity.,EN,Healthcare,https://github.com/example/DCM4CHEE
698,Kubernetes,The IoT Sensor Hub shall sanitize all inputs to prevent injection attacks covering NIST 800-53.,SE,Cloud,https://github.com/example/Kubernetes
699,Istio,Database queries shall expire after 10 microseconds to prevent resource exhaustion.,PE,Cloud,https://github.com/example/Istio
700,OpenEMR,The application must be deployable via Docker containers of size less than 1TB.,PO,Healthcare,https://github.com/example/OpenEMR
701,HAPI FHIR,The IoT Sensor Hub shall recover from a crash within 10 microseconds.,RE,Healthcare,https://github.com/example/HAPIFHIR
702,OpenEMR,The OpenEMR system shall reduce power consumption by 99.999% during off-peak hours.,EN,Healthcare,https://github.com/example/OpenEMR
703,Apache Fineract,The Apache Fineract system shall lock user accounts after 3 failed attempts for 5 minutes.,SE,FinTech,https://github.com/example/ApacheFineract
704,Prometheus,The Prometheus system shall generate compress logs no larger than 50TB per day.,MN,Cloud,https://github.com/example/Prometheus
705,GridLAB-D,Error messages shall be displayed within 30 seconds of the fault.,US,Energy,https://github.com/example/GridLAB-D
706,OpenEMR,All data at rest shall be encrypted using RSA-2048.,SE,Healthcare,https://github.com/example/OpenEMR
